id = 192
editor = MH

## data were obtained from phi fitting. 
## Calculation of average and first sine harmonic (FTval and FTerr) was done
## commented data with -t/Q2<0.25

### Experiment

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2022
reference = arxiv:2211.11274
inspiretex = CLAS:2022syx
reference2 = F.T. by M.H.


### Scattering Process

frame = Trento

in1particle = em
in1energy = 10.2
in1energyunit = GeV
in1polarizationvector = L
in1polarization = +1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable 
# A_{LU}


y1name = ALU
y1namelong = Beam Spin Asymmetry
y1unit = 1
y1value = column4
y1errorstatistic = column5 
y1errorsystematic = column6 
# only statistical error is given to us so syst error is 0

### x-axes


x1name = Q2
x1unit = GeV^2
x1value = column1

x2name = xB
x2unit = 1
x2value = column2

x3name = tm
x3unit = GeV^2
x3value = column3

x4name = FTn
x4unit = 1
x4value = -1


### Data
#
#  CLAS 2023 ALU - F.T. by MH 
#  cut at-t/Q2<0.25  
#                                       error
#  Q2      xB      -t      ALU       stat     syst
#################################################################
#1.35411 0.09835 0.14931   17.667   14.433     0.000
1.35525 0.09856 0.28166    0.294    0.477     0.000
#1.58945 0.11531 0.15422  264.459  356.113     0.000
#1.69665 0.15144 0.17200 -182.793  124.312     0.000
#1.70930 0.25182 0.19685   -4.166    4.153     0.000
#1.57606 0.11591 0.28158   -3.356   10.627     0.000
#1.68142 0.14763 0.30596   22.405   36.897     0.000
#1.58086 0.11435 0.56382    2.835    0.683     0.000
#1.67471 0.15427 0.56873   13.976    8.889     0.000
#1.58832 0.11466 1.03813  -14.382    7.242     0.000
#2.00738 0.14224 0.16373 -567.766  224.848     0.000
#2.15247 0.19636 0.18428  -40.810   62.588     0.000
#2.14836 0.30972 0.23791  -92.761 1344.462     0.000
#1.99204 0.14594 0.29606    0.576   35.530     0.000
2.16106 0.18965 0.32652   -0.033    0.421     0.000
#2.15685 0.30951 0.39074   -5.967    7.672     0.000
#1.98468 0.14539 0.56929   11.533    3.955     0.000
#2.13196 0.19300 0.59907    0.096    1.826     0.000
#2.17233 0.30955 0.65431   -0.091    0.384     0.000   -t/Q2>0.25
#2.01212 0.14351 1.09427  -58.109   47.619     0.000
#2.11878 0.20059 1.18292    0.184    0.854     0.000   -t/Q2>0.25
#2.64149 0.18482 0.18547 -302.487  477.634     0.000
#2.79517 0.26154 0.21832  -55.646   49.688     0.000
#2.83968 0.38603 0.31448    6.633   92.086     0.000
2.65531 0.18923 0.32499   -0.374    0.663     0.000
2.86403 0.25362 0.36249    0.430    0.446     0.000
#2.85099 0.38222 0.47344   53.837   35.477     0.000
#2.62681 0.19123 0.57920   29.259   11.430     0.000
2.85087 0.24859 0.62951    0.614    0.532     0.000
#2.88519 0.39050 0.74483    5.335    1.340     0.000
#2.83027 0.26062 1.28733    1.365   17.196     0.000
#3.60659 0.27737 0.24022  483.478  384.759     0.000
#4.07473 0.41165 0.34434 -734.571 1278.206     0.004
#3.69382 0.27136 0.37921   -0.327    2.088     0.000
#4.04146 0.40174 0.50720   -3.709    3.061     0.000
3.76610 0.27722 0.64442   -0.417    1.259     0.000
4.11629 0.40738 0.78555    0.060    0.297     0.000
#3.76230 0.28260 1.39877   20.601   32.023     0.000
#4.19993 0.40779 1.65525    0.149    0.096     0.000   -t/Q2>0.25
#5.84632 0.46146 0.42360   13.373    7.843     0.000
5.80817 0.45717 0.60841    0.607    0.201     0.000
#5.75753 0.43966 0.85435   -0.200    2.163     0.000
#5.92218 0.45029 2.12389   -5.417    2.672     0.000














